349.5	256.25	161.25	210.25
385	159.25	133.25	291.75
130.75	144.75	344.5	303.25
425.5	440.5	97	57
307.25	152	197	298.25
325.75	359	182	123.5
467.75	223.5	63.25	239.5
163.81	240.26	317.5	221.75
64.5	177	398.5	276
266.75	356.75	231	126.25
235.75	147	255	302.25
282.25	91.5	217.5	347.75
226.25	205.25	263.75	252.75
171.52	382.02	311.75	103
306	429.5	197.5	64.5
